Bank,Lånenavn,Nominell rente,Etableringsgebyr,Etableringsgebyr i %,Termingebyr,Min beløp,Maks beløp,Min alder,Maks alder,Maks løpetid (år),Belaningsgrad
Berg Sparebank,Eika Caravanlån med 20 % - 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
SpareBank 1 Gudbrandsdal,Caravanlån/bobillån inntil 100 % finansiering,8.6,2990.0,0.0,95.0,50000.0,1000000000.0,18,100,10,100.0
Oppdalsbanken,Kaskofritt billån,12.55,3000.0,0.0,85.0,30000.0,100000.0,18,70,5,100.0
SpareBank 1 Lom og Skjåk,Caravanlån/bobillån LO inntil 65 % finansiering,6.6,2690.0,0.0,95.0,50000.0,1000000000.0,18,100,10,65.0
SpareBank 1 Sogn og Fjordane,Caravanlån/bobillån mellom 65 - 80 % finansiering,7.7,2990.0,0.0,95.0,50000.0,1000000000.0,18,100,10,80.0
Tinn Sparebank,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
SpareBank 1 Østfold Akershus,Lån til elbil inntil 65%,6.75,4599.0,0.0,85.0,50000.0,1000000000.0,18,100,10,65.0
SpareBank 1 Finans Midt-Norge AS,Kaskofritt Caravanlån/Bobillån LO,13.75,2400.0,0.0,95.0,30000.0,130000.0,18,100,5,100.0
SpareBank 1 Lom og Skjåk,Caravanlån/bobillån LO mellom 65 - 80 % finansiering,7.4,2690.0,0.0,95.0,30000.0,1000000000.0,18,100,10,80.0
Fana Sparebank,Båtlån under 7 meter 80%,9.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
Sparebanken Narvik,Eika Billån 35% Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
SpareBank 1 Helgeland,Båt under 7 meter inntil 65%,9.25,3950.0,0.0,95.0,25000.0,1000000000.0,18,100,10,65.0
Bjugn Sparebank,Kaskofritt billån,12.55,3000.0,0.0,85.0,30000.0,100000.0,18,70,5,100.0
Trøgstad Sparebank,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
SpareBank 1 Nord-Norge,Båt under 7 meter inntil 65%,9.25,3950.0,0.0,95.0,25000.0,1000000000.0,18,100,10,65.0
SpareBank 1 Sogn og Fjordane,Caravanlån/bobillån inntil 65 % finansiering,6.9,2990.0,0.0,95.0,50000.0,1000000000.0,18,100,10,65.0
Flekkefjord Sparebank,Båtlån under 7 meter 80%,9.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
SpareBank 1 Hallingdal Valdres,Caravanlån/bobillån mellom 65 - 80 % finansiering,7.7,2990.0,0.0,95.0,50000.0,1000000000.0,18,100,10,80.0
Sparebank 1 Finans Nord-Norge AS,Båt under 7 meter inntil 65%,9.25,3950.0,0.0,95.0,25000.0,1000000000.0,18,100,10,65.0
Tysnes Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
SpareBank 1 Nord-Norge,SpareBank 1 Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,18,100,10,0.0
Valdres Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Valle Sparebank,Kaskofritt billån,12.55,3000.0,0.0,85.0,30000.0,100000.0,18,70,5,100.0
SpareBank 1 Østfold Akershus,SpareBank 1 Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,18,100,10,0.0
Spareskillingsbanken,Båtlån over 7 meter 65%,7.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,65.0
SpareBank 1 Østfold Akershus,MC inntil 100%,8.85,4599.0,0.0,95.0,50000.0,1000000.0,18,100,10,100.0
Vekselbanken,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
SpareBank 1 Østlandet,SpareBank 1 Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,18,100,10,0.0
Ørland Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
SpareBank 1 Finans Midt-Norge AS,LO Billån Ung 18-34 kaskofritt,9.4,2400.0,0.0,95.0,30000.0,130000.0,18,34,5,100.0
Tinn Sparebank,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
SpareBank 1 Hallingdal Valdres,Caravanlån/bobillån LO inntil 65 % finansiering,6.6,2690.0,0.0,95.0,50000.0,1000000000.0,18,100,10,65.0
SpareBank 1 Sogn og Fjordane,Caravanlån/bobillån inntil 100 % finansiering,8.6,2990.0,0.0,95.0,50000.0,1000000000.0,18,100,10,100.0
Valdres Sparebank,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
Kredittbanken ASA - Del av SpareBank 1 og Eika,SpareBank 1 Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,18,100,10,0.0
Valdres Sparebank,Kaskofritt billån,12.55,3000.0,0.0,85.0,30000.0,100000.0,18,70,5,100.0
Ørskog Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
SpareBank 1 Hallingdal Valdres,Caravanlån/bobillån LO inntil 100 % finansiering,8.3,2690.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
SpareBank 1 Nordmøre,Caravanlån/bobillån LO mellom 65 - 80 % finansiering,7.4,2690.0,0.0,95.0,30000.0,1000000000.0,18,100,10,80.0
Kredittbanken ASA - Del av SpareBank 1 og Eika,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Valdres Sparebank,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
Aasen Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Sparebanken DIN Telemark,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
SpareBank 1 SMN,Motorsykkel mellom 65 - 80 % finansiering,8.9,2990.0,0.0,95.0,50000.0,1000000000.0,18,100,10,80.0
SpareBank 1 Nordmøre,SpareBank 1 Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,18,100,10,0.0
Bien Sparebank ASA,Eika Caravanlån med 20 % - 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Søgne og Greipstad Sparebank,Båtlån over 7 meter 65%,7.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,65.0
Sparebanken Narvik,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
SpareBank 1 Ringerike Hadeland,SpareBank 1 Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,18,100,10,0.0
SpareBank 1 SMN,SpareBank 1 Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,18,100,10,0.0
Strømmen Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Trøgstad Sparebank,Kaskofritt billån,12.55,3000.0,0.0,85.0,30000.0,100000.0,18,70,5,100.0
SpareBank 1 Sør-Norge,SpareBank 1 Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,18,100,10,0.0
Grong Sparebank,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
SpareBank 1 Lom og Skjåk,Motorsykkel inntil 100 % finansiering,9.5,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
Agder Sparebank,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
Sunndal Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Tysnes Sparebank,Kaskofritt billån,12.55,3000.0,0.0,85.0,30000.0,100000.0,18,70,5,100.0
SpareBank 1 Gudbrandsdal,SpareBank 1 Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,18,100,10,0.0
Tinn Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Tysnes Sparebank,Billån i Tysnes Sparebank,10.85,2500.0,0.0,65.0,0.0,1000000000.0,18,100,5,100.0
SpareBank 1 Hallingdal Valdres,SpareBank 1 Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,18,100,10,0.0
Sparebanken Vest,Båtlån over 7 meter 65%,7.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,65.0
Tolga-Os Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Romsdal Sparebank,Eika Caravanlån med 20 % - 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
SpareBank 1 Lom og Skjåk,SpareBank 1 Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,18,100,10,0.0
SpareBank 1 Gudbrandsdal,Caravanlån/bobillån LO inntil 100 % finansiering,8.3,2690.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
Oppdalsbanken,Eika Billån 35% Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Trøndelag Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
SpareBank 1 Finans Østlandet AS,Billån Ung inntil 100%,9.95,4599.0,0.0,95.0,10000.0,100000.0,18,34,5,100.0
Rørosbanken Røros Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
SpareBank 1 SMN,Motorsykkel inntil 100 % finansiering,9.5,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
Sparebanken DIN Telemark,Båtlån over 7 meter 65%,7.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,65.0
Bien Sparebank ASA,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Selbu Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
SpareBank 1 Østfold Akershus,MC lån inntil 80%,7.85,4599.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
SpareBank 1 Østlandet,Billån Ung inntil 100%,9.95,4599.0,0.0,95.0,10000.0,100000.0,18,34,5,100.0
Sparebanken Narvik,Eika Caravanlån med 20 % - 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Jæren Sparebank,Kaskofritt billån,12.55,3000.0,0.0,85.0,30000.0,100000.0,18,70,5,100.0
Tysnes Sparebank,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
Skagerrak Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Skue Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Grong Sparebank,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
SpareBank 1 Hallingdal Valdres,Motorsykkel inntil 100 % finansiering,9.5,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
SpareBank 1 SMN,Motorsykkel inntil 65 % finansiering,7.7,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,65.0
Sogn Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
SpareBank 1 SMN,Motorsykkel LO inntil 100 % finanisering,9.2,2690.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
Trøndelag Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Soknedal Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Tolga-Os Sparebank,Båtlån over 7 meter 65%,7.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,65.0
Sparebank 68° Nord,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
SpareBank 1 Nordmøre,Caravanlån/bobillån LO inntil 65 % finansiering,6.6,2690.0,0.0,95.0,50000.0,1000000000.0,18,100,10,65.0
Kredittbanken ASA - Del av SpareBank 1 og Eika,LOfavør Refinansiering,12.9,290.0,0.0,35.0,0.0,1000000000.0,18,100,10,0.0
Oppdalsbanken,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Etnedal Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Brage Finans AS,Båtlån under 7 meter 65%,8.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
SpareBank 1 Gudbrandsdal,Motorsykkel LO inntil 100 % finanisering,9.2,2690.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
Aurskog Sparebank,Kaskofritt billån,12.55,3000.0,0.0,85.0,30000.0,100000.0,18,70,5,100.0
Askim og Spydeberg Sparebank,Billån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Birkenes Sparebank,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
Sparebank 68° Nord,Kontokreditt,15.5,500.0,0.0,0.0,1000.0,50000.0,18,100,10,100.0
Brage Finans AS,Båtlån over 7 meter 80%,8.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,80.0
Vekselbanken,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
Orkla Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Voss Sparebank,Båtlån over 7 meter 65%,7.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,65.0
NAF (Nordea Finans),NAF Motorsykkellån 65 % finansiering,7.2,2200.0,0.0,60.0,10000.0,1000000000.0,18,100,10,65.0
Marker & Eidsberg Sparebank,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
NAF (Nordea Finans),NAF Motorsykkellån 80 % finansiering,8.8,2200.0,0.0,60.0,10000.0,1000000000.0,18,100,10,80.0
Oslofjord Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Bjugn Sparebank,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
Brage Finans AS,Billån 80 %,7.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
NAF (Nordea Finans),NAF Motorsykkellån 100 % finansiering,9.35,2200.0,0.0,60.0,10000.0,1000000000.0,18,100,10,100.0
Sparebanken Sør,Billån 100 %,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,100.0
Rindal Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
SpareBank 1 SMN,Caravanlån/bobillån LO inntil 65 % finansiering,6.6,2690.0,0.0,95.0,50000.0,1000000000.0,18,100,10,65.0
SpareBank 1 Lom og Skjåk,Motorsykkel inntil 65 % finansiering,7.7,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,65.0
Ørskog Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Brage Finans AS,Billån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Haugesund Sparebank,Båtlån over 7 meter 65%,7.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,65.0
Rogaland Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Romerike Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Brage Finans AS,Billån 100 %,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,100.0
Nordea Finans Norge AS,MClån minimum 35 % egenkapital,7.75,2500.0,0.0,85.0,10000.0,1500000.0,18,100,10,65.0
SpareBank 1 Nordmøre,Motorsykkel mellom 65 - 80 % finansiering,8.9,2990.0,0.0,95.0,50000.0,1000000000.0,18,100,10,80.0
Nordea Finans Norge AS,MC-lån  0 % EK,9.4,2500.0,0.0,85.0,10000.0,1500000.0,18,100,10,100.0
Skagerrak Sparebank,Kaskofritt billån,12.55,3000.0,0.0,85.0,30000.0,100000.0,18,70,5,100.0
Nordea Finans Norge AS,MC-lån 20 % EK,9.0,2500.0,0.0,85.0,10000.0,1500000.0,18,100,10,80.0
SpareBank 1 Ringerike Hadeland,Billån Ung inntil 100%,9.95,4599.0,0.0,95.0,10000.0,100000.0,18,34,5,100.0
Romsdal Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Odal Sparebank,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
Nordea Finans Norge AS,Billån - minimum 35 % egenkapital,6.4,2500.0,0.0,60.0,1.0,1000000000.0,18,65,10,65.0
Nordea Finans Norge AS,Billån minimum 20 % egenkapital,7.2,2500.0,0.0,60.0,1.0,1000000000.0,18,65,10,80.0
Romerike Sparebank,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
Nordea Finans Norge AS,Billån - 100 % finansiering,8.2,2500.0,0.0,60.0,1.0,1000000000.0,18,65,10,100.0
Flekkefjord Sparebank,Båtlån under 7 meter 65%,8.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
SpareBank 1 Hallingdal Valdres,Motorsykkel mellom 65 - 80 % finansiering,8.9,2990.0,0.0,95.0,50000.0,1000000000.0,18,100,10,80.0
SpareBank 1 Gudbrandsdal,Caravanlån/bobillån LO inntil 65 % finansiering,6.6,2690.0,0.0,95.0,50000.0,1000000000.0,18,100,10,65.0
Evje og Hornnes Sparebank,Kaskofritt billån,12.55,3000.0,0.0,85.0,30000.0,100000.0,18,70,5,100.0
Høland og Setskog Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Brage Finans AS,Fritidslån 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
Gildeskål Sparebank,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
Søgne og Greipstad Sparebank,Båtlån over 7 meter 80%,8.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,80.0
Sparebank 68° Nord,Billån 100 %,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,100.0
SpareBank 1 Hallingdal Valdres,Motorsykkel inntil 65 % finansiering,7.7,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,65.0
Aurskog Sparebank,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
SpareBank 1 Østfold Akershus,MC lån inntil 65%,6.85,4599.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
JBF Bank og Forsikring,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Marker & Eidsberg Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Stadsbygd Sparebank,Båtlån over 7 meter 65%,7.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,65.0
Brage Finans AS,Fritidslån 100%,9.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,100.0
Jæren Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Søgne og Greipstad Sparebank,Båtlån under 7 meter 65%,8.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Kvinesdal Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Melhusbanken,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Skue Sparebank,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
SpareBank 1 Nordmøre,Motorsykkel inntil 100 % finansiering,9.5,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
Trøgstad Sparebank,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Askim og Spydeberg Sparebank,Billån 80 %,7.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
SpareBank 1 Lom og Skjåk,Motorsykkel mellom 65 - 80 % finansiering,8.9,2990.0,0.0,95.0,50000.0,1000000000.0,18,100,10,80.0
NORDirekte (Skagerrak Sparebank),Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Nordea Finans Norge AS,Billån premium-100 % finansiering,8.15,2200.0,0.0,60.0,10000.0,1000000000.0,18,100,10,100.0
Nordea Finans Norge AS,Billån premium-80 % finansiering,7.05,2200.0,0.0,60.0,10000.0,1000000000.0,18,100,10,80.0
Skue Sparebank,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
Nordea Finans Norge AS,MClån premium-100% finansering,9.3,2200.0,0.0,60.0,10000.0,1000000000.0,18,100,10,100.0
Nordea Finans Norge AS,MClån premium-65% finansiering,7.15,2200.0,0.0,60.0,10000.0,1000000000.0,18,100,10,65.0
Brage Finans AS,Caravanlån 80 %,7.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
Askim og Spydeberg Sparebank,Båtlån over 7 meter 65%,7.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,65.0
Nordea Finans Norge AS,MC-lån premium 20 % EK,8.75,2200.0,0.0,60.0,10000.0,1000000000.0,18,100,10,80.0
SpareBank 1 Nordmøre,Motorsykkel inntil 65 % finansiering,7.7,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,65.0
Brage Finans AS,Caravanlån 100%,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,8,100.0
Odal Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Brage Finans AS,Caravanlån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Nordea Finans Norge AS,Billån Premium- 35 % EK,6.35,2200.0,0.0,60.0,10000.0,1000000000.0,18,100,10,65.0
Luster Sparebank,Båtlån over 7 meter 80%,8.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,80.0
Gildeskål Sparebank,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
SpareBank 1 SMN,LOfavør Depositumslån,13.2,500.0,0.0,0.0,0.0,40000.0,18,100,5,0.0
Marker & Eidsberg Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
SpareBank 1 Sogn og Fjordane,Motorsykkel inntil 65 % finansiering,7.7,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,65.0
Sparebank 68° Nord,Båtlån under 7 meter 65%,8.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Etnedal Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
SpareBank 1 Lom og Skjåk,Motorsykkel LO mellom 65 - 80 % finansiering,8.6,2690.0,0.0,95.0,30000.0,1000000000.0,18,100,10,80.0
Selbu Sparebank,Båtlån over 7 meter 65%,7.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,65.0
Evje og Hornnes Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Hegra Sparebank,Kaskofritt billån,12.55,3000.0,0.0,85.0,30000.0,100000.0,18,70,5,100.0
SpareBank 1 Hallingdal Valdres,Motorsykkel LO inntil 100 % finanisering,9.2,2690.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
Bjugn Sparebank,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Evje og Hornnes Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
SpareBank 1 Sør-Norge,LOfavør Depositumslån,13.2,500.0,0.0,0.0,0.0,40000.0,18,100,5,0.0
Gildeskål Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Grong Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
SpareBank 1 Gudbrandsdal,Motorsykkel mellom 65 - 80 % finansiering,8.9,2990.0,0.0,95.0,50000.0,1000000000.0,18,100,10,80.0
Brage Finans AS,Grønt billån 80%,7.4,2000.0,0.0,85.0,50000.0,1000000.0,18,100,10,80.0
Sparebanken DIN Telemark,Billån 80 %,7.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
Askim og Spydeberg Sparebank,Båtlån over 7 meter 80%,8.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,80.0
Grue Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Rogaland Sparebank,Kaskofritt billån,12.55,3000.0,0.0,85.0,30000.0,100000.0,18,70,5,100.0
Brage Finans AS,Grønt billån  65%,6.65,2000.0,0.0,85.0,50000.0,1000000.0,18,100,10,65.0
Lillesands Sparebank,Båtlån over 7 meter 65%,7.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,65.0
Bien Sparebank ASA,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
SpareBank 1 Østfold Akershus,LOfavør Depositumslån,13.2,500.0,0.0,0.0,0.0,40000.0,18,100,5,0.0
Brage Finans AS,Grønt billån 100%,8.4,2000.0,0.0,85.0,50000.0,1000000.0,18,100,10,100.0
Haltdalen Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Kredittbanken ASA - Del av SpareBank 1 og Eika,LOfavør Depositumslån,13.2,500.0,0.0,0.0,0.0,40000.0,18,100,5,0.0
Romsdal Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
SpareBank 1 Østlandet,LOfavør Depositumslån,13.2,500.0,0.0,0.0,0.0,40000.0,18,100,5,0.0
Hegra Sparebank,Forbrukslån,13.7,990.0,0.0,0.0,0.0,300000.0,20,100,5,0.0
Skudenes & Aakra Sparebank,Billån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Oslofjord Sparebank,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
Tolga-Os Sparebank,Billån 100 %,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,100.0
SpareBank 1 Hallingdal Valdres,LOfavør Depositumslån,13.2,500.0,0.0,0.0,0.0,40000.0,18,100,5,0.0
Sparebank 1 Finans Nord-Norge AS,Kaskofritt ATV-/Snøscooterlån,15.95,2990.0,0.0,95.0,20000.0,50000.0,18,100,3,100.0
